iter	RMSE
215	0.1020919556
216	0.1019562206
217	0.1017372044
218	0.1016294254
219	0.1014650898
220	0.1012619375
221	0.1011004056
222	0.1009229871
223	0.1007920783
224	0.1006961511
225	0.1005267363
226	0.1003145808
227	0.1001520961
228	0.09992922857
229	0.09980168028
230	0.09967426953
231	0.09946087156
232	0.09928644883
233	0.09914613339
234	0.09897251561
235	0.0988299182
236	0.09867355052
237	0.09848915869
238	0.09833763221
239	0.09827264637
240	0.09815784709
241	0.09799194931
242	0.09779533605
243	0.09769089153
244	0.09758853957
245	0.097469976
246	0.09726571056
247	0.09712899284
248	0.09693186575
249	0.09679184413
250	0.09667500059
251	0.09654048453
252	0.0963721923
253	0.0962024335
254	0.0960527306
255	0.09586689085
256	0.09570145638
257	0.09557987948
258	0.09542744464
259	0.09524249862
260	0.09515805516
261	0.09495141173
262	0.09482439715
263	0.09465638131
264	0.09443725429
265	0.09427248334
266	0.09414150408
267	0.0940161874
268	0.09392341712
269	0.09379303855
270	0.09375040817
271	0.09360698951
272	0.09348410938
273	0.0933059142
274	0.09312687155
275	0.09301035859
276	0.09280809918
277	0.09265750886
278	0.09257924805
279	0.09244951155
280	0.09232451882
281	0.09225217814
282	0.09217058422
283	0.09212551003
284	0.09186468116
285	0.09167883405
286	0.09152246609
287	0.09134581631
288	0.09126020917
289	0.09113942942
290	0.09100895265
291	0.09091216599
292	0.0908277411
293	0.09069490783
294	0.09063691748
295	0.09055975524
296	0.09044394714
297	0.09029965023
298	0.09018298926
299	0.09001435453
300	0.08986537374
301	0.08975969465
302	0.08961759839
303	0.08948688407
304	0.08931481755
305	0.08926546021
306	0.08909815667
307	0.08893922289
308	0.08878153008
309	0.08859833718
310	0.08849553646
311	0.08837145179
312	0.08832850576
313	0.08826146617
314	0.08817925067
315	0.08812318608
316	0.08803198432
317	0.08796587586
318	0.08791860692
319	0.08780973972
320	0.08771311869
321	0.08767113168
322	0.08760998834
323	0.08749013843
324	0.0873930292
325	0.08736368447
326	0.08723677817
327	0.08713236004
328	0.08696583972
329	0.08682935084
330	0.08667360481
331	0.08652520615
332	0.08637134085
333	0.08623867648
334	0.0861108839
335	0.08600076592
336	0.08589314114
337	0.08575279632
338	0.08559028449
339	0.08547892149
340	0.08530950477
341	0.08518869713
342	0.08501747082
343	0.08498001791
344	0.0848022602
345	0.08468591927
346	0.08459953937
347	0.08449490932
348	0.0843627878
349	0.08427559745
350	0.08416120234
351	0.08402554452
352	0.08390140768
353	0.08381020146
354	0.08369164431
355	0.08357066306
356	0.08344796489
357	0.08333198838
358	0.08329979142
359	0.08320685192
360	0.08316709602
361	0.08313376192
362	0.08302039288
363	0.08298384065
364	0.08279950107
365	0.08268539817
366	0.0826508455
367	0.08251217554
368	0.08239605199
369	0.08228253805
370	0.08215946509
371	0.08201214105
372	0.08188877991
373	0.08173216367
374	0.08169119636
375	0.0816650043
376	0.08163902542
377	0.08156389452
378	0.08148549878
379	0.08138183261
380	0.08128946499
381	0.08118059572
382	0.08107991451
383	0.08105698688
384	0.08104109235
385	0.08096042423
386	0.08085192729
387	0.08077993327
388	0.08076807861
389	0.08074943582
390	0.0806544638
391	0.08053711582
392	0.08041807096
393	0.08030623729
394	0.08019239987
395	0.0800549993
396	0.07994818479
397	0.07982557176
398	0.07972452495
399	0.07963725273
400	0.07953164506
401	0.07939699108
402	0.07929489605
403	0.0791586564
404	0.07901605143
405	0.07891933698
406	0.07885140407
407	0.07877496499
408	0.07875467858
409	0.07868065704
410	0.07858860605
411	0.07848937691
412	0.07837552973
413	0.07826453184
414	0.07815756879
415	0.07813812599
416	0.07803698776
417	0.07793686559
418	0.07783712483
419	0.07769026148
420	0.07764688227
421	0.07753423254
422	0.07746114202
423	0.07731786302
424	0.07716709609
425	0.07705612467
426	0.076943719
427	0.07682550006
428	0.0767022019
429	0.07657322945
430	0.07650960743
431	0.07642046382
432	0.07633966539
433	0.0762898472
434	0.07614778666
435	0.07600239223
436	0.07587011108
437	0.07575012951
438	0.07562916619
439	0.07560890826
440	0.07553432967
441	0.07546726889
442	0.07539340475
443	0.07527659007
444	0.07524771376
445	0.07516541184
446	0.07506930072
447	0.07500042077
448	0.07486816479
449	0.07479652235
450	0.07475012661
451	0.07463377477
452	0.07455300859
453	0.07446504328
454	0.07435296406
455	0.07426583776
456	0.0741440024
457	0.07406662974
458	0.07401949655
459	0.07392248155
460	0.07384504793
461	0.07376834445
462	0.07369511342
463	0.07357794648
464	0.07350762131
465	0.07340307949
466	0.0733329118
467	0.07324189239
468	0.07312506386
469	0.07304192179
470	0.07294119307
471	0.0729231787
472	0.07281976522
473	0.07270840212
474	0.07264287549
475	0.07248933631
476	0.07237010216
477	0.07228201881
478	0.07220000905
479	0.07209087158
480	0.07201036689
481	0.07193266644
482	0.07184025835
483	0.0717445396
484	0.071693632
485	0.071627693
486	0.07151391809
487	0.07146094179
488	0.07134540395
489	0.07133039668
490	0.07126545637
491	0.07117535006
492	0.07109722403
493	0.07104715714
494	0.07093723258
495	0.07086638508
496	0.07078305345
497	0.07069596191
498	0.07061885527
499	0.07056899676
500	0.07051923995
501	0.07045896507
502	0.07043948295
503	0.07036608799
504	0.0702532234
505	0.07019815889
506	0.07011011143
507	0.07004921491
508	0.06997152629
509	0.06995406489
510	0.06988643861
511	0.06980401643
512	0.069733279
513	0.06965081577
514	0.06955146391
515	0.06946641885
516	0.06941248053
517	0.06939208889
518	0.06932462439
519	0.06930686002
520	0.06922377827
521	0.06912420518
522	0.06899017742
523	0.06897001516
524	0.06887422488
525	0.06879632865
526	0.06870531084
527	0.06864232888
528	0.06857193082
529	0.06848341307
530	0.06838367779
531	0.06830614679
532	0.068221975
533	0.06814852122
534	0.06806388349
535	0.06798743222
536	0.06791754977
537	0.06786452216
538	0.0678022617
539	0.06773239302
540	0.0676796388
541	0.067603987
542	0.06751347563
543	0.06739410312
544	0.06734485745
545	0.06727633102
546	0.06726422661
547	0.06720137158
548	0.06713094431
549	0.06705697376
550	0.06698045414
551	0.06691443605
552	0.06684484919
553	0.06683022742
554	0.06680512978
555	0.06679381379
556	0.06672013
557	0.06665562066
558	0.06658188012
559	0.06650780452
560	0.06643405696
561	0.06635566147
562	0.06627408641
563	0.06619020396
564	0.06612190021
565	0.06604520276
566	0.0659307393
567	0.06584702135
568	0.06579069549
569	0.06567992584
570	0.06562579655
571	0.0655222579
572	0.065417504
573	0.06535973724
574	0.06528308619
575	0.06523963358
576	0.06514068115
577	0.06508629999
578	0.06503317844
579	0.06495493325
580	0.06491686683
581	0.06487485656
582	0.06478392651
583	0.06474475907
584	0.06465248116
585	0.06459803291
586	0.06452066992
587	0.06444548608
588	0.0643729084
589	0.06428617212
590	0.06424098019
591	0.06416726092
592	0.06415391614
593	0.06408234366
594	0.06400362378
595	0.06393675355
596	0.0638565667
597	0.06379763899
598	0.06372696821
599	0.06364947755
600	0.0635789342
601	0.06351679479
602	0.06343409651
603	0.06336289388
604	0.06328572207
605	0.0632270668
606	0.06314258183
607	0.06304997951
608	0.06294620565
609	0.06289779642
610	0.06283114682
611	0.0627825214
612	0.06271850503
613	0.06265670111
614	0.06256652583
615	0.06248913393
616	0.06247832729
617	0.06245369516
618	0.06237881385
619	0.06229204908
620	0.06220821357
621	0.06212045072
622	0.0620577318
623	0.06199936477
624	0.06198746021
625	0.06191067962
626	0.06186487959
627	0.06181544507
628	0.06173910269
629	0.06171723026
630	0.06170392534
631	0.061649713
632	0.06159857198
633	0.061534146
634	0.06152478301
635	0.06147788081
636	0.06138755994
637	0.06133151857
638	0.06126718114
639	0.06125626706
640	0.0612019581
641	0.06115358404
642	0.06109850616
643	0.06103848572
644	0.06093671501
645	0.06085671053
646	0.06081611463
647	0.06074298553
648	0.06073271885
649	0.06065247906
650	0.06057129858
651	0.060509979
652	0.06045310979
653	0.06039405029
654	0.06030025983
655	0.06025647428
656	0.06019983401
657	0.06012114828
658	0.06005160566
659	0.05999980949
660	0.05992330734
661	0.05991525735
662	0.05990662524
663	0.0598468273
664	0.05977970147
665	0.05975210702
666	0.05972811129
667	0.05966890658
668	0.05956956326
669	0.05948584201
670	0.05945045656
671	0.05940053068
672	0.05934427059
673	0.05926239171
674	0.05918998469
675	0.05912135894
676	0.05908206086
677	0.05906293227
678	0.05902034332
679	0.05890629381
680	0.05883347138
681	0.05876370323
682	0.05873409819
683	0.05867170996
684	0.05856278696
685	0.05850400736
686	0.05843477775
687	0.05839600069
688	0.05831884474
689	0.05826734137
690	0.05817164594
691	0.05810689317
692	0.05809606806
693	0.05803375685
694	0.05795895925
695	0.05790567904
696	0.05784303655
697	0.05779705465
698	0.05776230265
699	0.0577528823
700	0.05767537472
701	0.05760308151
702	0.05755391799
703	0.05750136482
704	0.05743981645
705	0.05743259016
706	0.05738709769
707	0.0573354822
708	0.05732494119
709	0.05726969084
710	0.05721379639
711	0.05717106539
712	0.05711915086
713	0.05708367794
714	0.05700978917
715	0.05695601239
716	0.05689962811
717	0.05689129707
718	0.05682030247
719	0.05676333067
720	0.05671017918
721	0.05664201627
722	0.056580223
723	0.05653036863
724	0.05648223422
725	0.05644994367
726	0.05641850546
727	0.05636309333
728	0.05628547798
729	0.0562377325
730	0.05616785712
731	0.05610371099
732	0.05605854764
733	0.05599054476
734	0.05594051562
735	0.05588641589
736	0.05580910344
737	0.05575356785
738	0.05574361353
739	0.05573500998
740	0.05566882082
741	0.0556615137
742	0.05559540574
743	0.0555423534
744	0.05550307585
745	0.05546330913
746	0.05539944609
747	0.05539054072
748	0.0553287134
749	0.05526220377
750	0.05520010727
751	0.05515626755
752	0.05510937571
753	0.05503404292
754	0.05499615875
755	0.05493279495
756	0.0548675628
757	0.05481488059
758	0.05480031147
759	0.05476400968
760	0.05468731129
761	0.05463079993
762	0.05458525951
763	0.05457661903
764	0.05457263983
765	0.05453263879
766	0.05448555448
767	0.05443129719
768	0.05441278538
769	0.05440925326
770	0.05433751462
771	0.05430193764
772	0.05426282374
773	0.0541998219
774	0.05412821275
775	0.05406855849
776	0.05401001364
777	0.05395933889
778	0.05390350338
779	0.05385202719
780	0.05380947251
781	0.05378177373
782	0.05375242997
783	0.05374133704
784	0.05368042181
785	0.05362636618
786	0.05355912466
787	0.05350684773
788	0.05349979088
789	0.05340867032
790	0.05334250786
791	0.05327813233
792	0.05320669532
793	0.05313794774
794	0.05305098294
795	0.05300277286
796	0.05299361157
797	0.05292556638
798	0.05286333612
799	0.05278676453
800	0.05278269702
801	0.05277358585
802	0.05272934718
803	0.05267885884
804	0.0526230236
805	0.05258966219
806	0.05253077868
807	0.05249477624
808	0.05243677085
809	0.05238617454
810	0.05238288395
811	0.05232955643
812	0.05227362815
813	0.05218638216
814	0.05208697679
815	0.05204075569
816	0.05198164572
817	0.05189932063
818	0.05184022211
819	0.05179699499
820	0.05171367844
821	0.05166503795
822	0.05161298723
823	0.05156623826
824	0.05156279433
825	0.05148290505
826	0.05142862114
827	0.05138305855
828	0.0513324056
829	0.05128674276
830	0.05123033091
831	0.05118305494
832	0.05113676211
833	0.05109051904
834	0.05103018549
835	0.05097785634
836	0.05091941683
837	0.05087696422
838	0.05082378281
839	0.05079288784
840	0.05076336653
841	0.05075334289
842	0.05070978093
843	0.05065622406
844	0.05061038907
845	0.05055128424
846	0.05046788264
847	0.05044820575
848	0.05040208522
849	0.05036140434
850	0.05032785804
851	0.05028356249
852	0.05022669318
853	0.05017391602
854	0.05008946562
855	0.05003276617
856	0.0499900363
857	0.04993367597
858	0.04990059827
859	0.0498499608
860	0.04982334458
861	0.04976877807
862	0.0497137062
863	0.04966142409
864	0.04960813976
865	0.04956170516
866	0.04950953929
867	0.04947704825
868	0.04942700992
869	0.04938423045
870	0.04933618603
871	0.04927282484
872	0.04923356667
873	0.04919545349
874	0.04917804489
875	0.04913944235
876	0.04909831185
877	0.04904390163
878	0.04902791672
879	0.048998213
880	0.04896102686
881	0.04895719625
882	0.04891549196
883	0.04883386983
884	0.04878175847
885	0.04874716124
886	0.04870388273
887	0.04865398344
888	0.04860047053
889	0.04859283413
890	0.04854337115
891	0.04853379085
892	0.04850460073
893	0.04844273264
894	0.04839862514
895	0.04839365416
896	0.0483498206
897	0.04831115475
898	0.04827821806
899	0.04823986513
900	0.04819421511
901	0.04810845641
902	0.04806442863
903	0.04799953074
904	0.04793017895
905	0.04789168151
906	0.04783136693
907	0.04776738861
908	0.04771681897
909	0.04767147072
910	0.04763060111
911	0.04757835722
912	0.0475731407
913	0.04751798224
914	0.04746839235
915	0.04741157387
916	0.04737420629
917	0.04733187752
918	0.04729703843
919	0.04725743538
920	0.04722088357
921	0.04720972667
922	0.04716472713
923	0.04711681498
924	0.04708787077
925	0.04705321418
926	0.04703101249
927	0.04700088624
928	0.04699737673
929	0.04696908413
930	0.04692527727
931	0.04683950996
932	0.04680401476
933	0.04680062617
934	0.04679318326
935	0.04673829454
936	0.04670120194
937	0.04667652588
938	0.04661029451
939	0.0465584752
940	0.04649654829
941	0.04645942955
942	0.04643656678
943	0.04639219396
944	0.04636868268
945	0.04627122124
946	0.04626456352
947	0.04620781989
948	0.0461737358
949	0.04612664406
950	0.04606734731
951	0.04605852595
952	0.04602962317
953	0.0460270056
954	0.04598818194
955	0.04594602863
956	0.04590753087
957	0.04586201151
958	0.04582660199
959	0.04575008727
960	0.04571864622
961	0.04568666259
962	0.04566496178
963	0.04566228303
964	0.04560981216
965	0.04557132866
966	0.04552338725
967	0.04551722471
968	0.04546053731
969	0.04545689381
970	0.04542783812
971	0.04538514718
972	0.04534686135
973	0.0452902586
974	0.04528354912
975	0.04525724997
976	0.04523215448
977	0.04518130977
978	0.04512784591
979	0.0450737592
980	0.04498554071
981	0.04491830739
982	0.04488353057
983	0.04487930628
984	0.04483011411
985	0.04480145229
986	0.04478070681
987	0.04475656467
988	0.04471372044
989	0.04467601578
990	0.04464352236
991	0.04460448552
992	0.04458497191
993	0.04455456066
994	0.04452094243
995	0.04444435673
996	0.04441329878
997	0.04436734596
998	0.04433332095
999	0.04429552803
1000	0.04425270148
1001	0.0441927403
1002	0.04414913014
1003	0.04411109264
1004	0.04405742025
1005	0.04402859573
1006	0.04397510274
1007	0.04395596484
1008	0.04392174741
1009	0.04391758303
1010	0.04388602481
1011	0.04383911899
1012	0.04379773803
1013	0.04374807437
1014	0.04370712885
1015	0.04365049952
1016	0.04359169314
1017	0.04355197829
1018	0.04351365999
1019	0.04347176136
1020	0.04342347274
1021	0.04341757883
1022	0.04338393718
1023	0.04336905971
1024	0.04333021171
1025	0.04329211532
1026	0.04322899077
1027	0.04320235623
1028	0.04315175183
1029	0.04311119658
1030	0.04307761433
1031	0.04307187942
1032	0.04302525334
1033	0.0430000334
1034	0.04296561961
1035	0.04291779726
1036	0.04288722693
1037	0.04285037037
1038	0.04281806081
1039	0.04279295016
1040	0.04279028489
1041	0.04275096397
1042	0.04271805234
1043	0.04271280438
1044	0.04267180118
1045	0.04266450401
1046	0.04262565921
1047	0.04259566458
1048	0.04255974913
1049	0.04253635929
1050	0.04251987694
1051	0.04251486541
1052	0.04248188122
1053	0.04246151686
1054	0.04241244717
1055	0.04236417346
1056	0.04232930945
1057	0.04229148959
1058	0.04223777059
1059	0.04219701204
1060	0.04216480092
1061	0.04212950865
1062	0.04209280234
1063	0.04208823834
1064	0.04204458692
1065	0.04201541384
1066	0.04200024723
1067	0.04196849414
1068	0.04191799586
1069	0.04191472995
1070	0.04188094789
1071	0.04185176595
1072	0.04180448405
1073	0.04174579467
1074	0.04172249323
1075	0.04167823057
1076	0.04167536161
1077	0.04163280698
1078	0.04162922793
1079	0.04159878295
1080	0.04156658751
1081	0.04152111057
1082	0.04148696299
1083	0.04142689621
1084	0.04142089858
1085	0.04139246286
1086	0.04133823465
1087	0.04131634797
1088	0.04127886462
1089	0.04122623187
1090	0.04120058891
1091	0.04116450202
1092	0.04113536924
1093	0.04113243279
1094	0.04108066051
1095	0.04107106827
1096	0.04104253965
1097	0.04100656404
1098	0.04100482111
1099	0.04098588204
1100	0.04093710587
1101	0.04089757692
1102	0.04086914789
1103	0.04086640755
1104	0.04083737687
1105	0.04079038881
1106	0.04074787379
1107	0.04072941328
1108	0.04067738856
1109	0.04063422303
1110	0.04063207548
1111	0.04059212983
1112	0.04055465562
1113	0.04050534743
1114	0.04045691227
1115	0.04042135192
1116	0.04038813789
1117	0.04038424635
1118	0.04036564902
1119	0.04028631349
1120	0.04026859983
1121	0.04026299487
1122	0.04022284888
1123	0.0402203436
1124	0.04017958005
1125	0.04017598133
1126	0.04015842855
1127	0.04011842611
1128	0.04009067512
1129	0.04005276881
1130	0.04001286292
1131	0.03998464143
1132	0.03997128674
1133	0.03992925148
1134	0.03990532296
1135	0.03985310359
1136	0.03985027084
1137	0.03981134986
1138	0.03977860275
1139	0.03974532795
1140	0.03974277994
1141	0.03968702668
1142	0.039651175
1143	0.03963040575
1144	0.03962834103
1145	0.03957910861
1146	0.03952829244
1147	0.03952448703
1148	0.03946713944
1149	0.03945400489
1150	0.03942136734
1151	0.03940885399
1152	0.03940572083
1153	0.03936556014
1154	0.0393215033
1155	0.03930314803
1156	0.03927167482
1157	0.03924567223
1158	0.03920293124
1159	0.03920126016
1160	0.03917002179
1161	0.03913330644
1162	0.03909433892
1163	0.03905518388
1164	0.0390173066
1165	0.03897402802
1166	0.03893613852
1167	0.03888675156
1168	0.03885914146
1169	0.03883718468
1170	0.03880930831
1171	0.03877860599
1172	0.03873266684
1173	0.03869538893
1174	0.03866514441
1175	0.03864260682
1176	0.03863880189
1177	0.03861327702
1178	0.03860123437
1179	0.03854055855
1180	0.03852260556
1181	0.03848550054
1182	0.03842772581
1183	0.03839453927
1184	0.03835576611
1185	0.03832829118
1186	0.03827859345
1187	0.03822256664
1188	0.03817692508
1189	0.03814688581
1190	0.03811337911
1191	0.03809335441
1192	0.03806047063
1193	0.03805070292
1194	0.03802759895
1195	0.03799920729
1196	0.03796934511
1197	0.03793175033
1198	0.03790423252
1199	0.03788255261
1200	0.03787814655
1201	0.03783953077
1202	0.03780226181
1203	0.03776845834
1204	0.03772346876
1205	0.03772066744
1206	0.03771748071
1207	0.03768555388
1208	0.03766967025
1209	0.0376263701
1210	0.03758748303
1211	0.0375593781
1212	0.03754740617
1213	0.0375108482
1214	0.03748692983
1215	0.03744076739
1216	0.03739698114
1217	0.03736082048
1218	0.03733515403
1219	0.03729260984
1220	0.03727596419
1221	0.037246894
1222	0.03721139323
1223	0.03719560658
1224	0.03719148788
1225	0.03714206978
1226	0.03711032455
1227	0.03708712548
1228	0.03705382372
1229	0.03701528986
1230	0.0370047076
1231	0.03697900642
1232	0.03695165412
1233	0.03691973566
1234	0.03688917328
1235	0.03686293173
1236	0.03684996284
1237	0.03681548769
1238	0.03677630142
1239	0.03677482937
1240	0.0367725096
1241	0.03674351764
1242	0.03669239421
1243	0.03669029733
1244	0.03667679944
1245	0.03664977671
1246	0.03661390451
1247	0.03659008872
1248	0.03654725942
1249	0.03653727888
1250	0.03651452725
1251	0.03645678328
1252	0.03641749304
1253	0.03640430451
1254	0.03640270865
1255	0.03638641562
1256	0.03638488717
1257	0.03636783735
1258	0.03632019141
1259	0.03628711856
1260	0.03626650948
1261	0.03626504149
1262	0.03622886143
1263	0.03619415728
1264	0.03618335703
1265	0.03614996588
1266	0.03609813512
1267	0.03606953787
1268	0.0360512419
1269	0.03604937438
1270	0.03601238719
1271	0.03600971487
1272	0.03598512836
1273	0.03593051686
1274	0.03592791242
1275	0.03588863417
1276	0.03586971651
1277	0.03584384814
1278	0.03580925541
1279	0.03578184924
1280	0.03575478228
1281	0.03573881155
1282	0.03571927113
1283	0.03571530084
1284	0.03567995053
1285	0.03564415141
1286	0.03562040156
1287	0.03558910285
1288	0.03554881969
1289	0.03550923047
1290	0.03550422421
1291	0.03549655518
1292	0.03544768563
1293	0.03543154163
1294	0.03539202284
1295	0.03536324336
1296	0.03534472482
1297	0.03530975431
1298	0.03529071909
1299	0.03525240861
1300	0.03525055365
1301	0.03523169748
1302	0.03519874463
1303	0.03517328036
1304	0.03514786558
1305	0.03513288057
1306	0.03510586588
1307	0.03507049998
1308	0.03506739267
1309	0.03504858492
1310	0.03502513951
1311	0.03496203627
1312	0.0349165008
1313	0.03491484805
1314	0.03488649221
1315	0.0348595259
1316	0.03482131993
1317	0.03479736988
1318	0.03477273681
1319	0.03475682145
1320	0.03470224822
1321	0.03469995306
1322	0.03467930011
1323	0.03464283154
1324	0.03461137045
1325	0.03457464424
1326	0.03455047615
1327	0.0345138695
1328	0.03445709827
1329	0.03443588156
1330	0.03438817602
1331	0.03438675217
1332	0.03435388541
1333	0.03431455456
1334	0.034312824
1335	0.03428623747
1336	0.03428160253
1337	0.03426359275
1338	0.03425655109
1339	0.03421528423
1340	0.03417825548
1341	0.03417636052
1342	0.03413807846
1343	0.03411600391
1344	0.03406203584
1345	0.03403898402
1346	0.03401527601
1347	0.03401373872
1348	0.03399284514
1349	0.03397783201
1350	0.03397650119
1351	0.03394409033
1352	0.03392471183
1353	0.03392295107
1354	0.03389092305
1355	0.03385626075
1356	0.03382703552
1357	0.03382005456
1358	0.03378642306
1359	0.03377654942
1360	0.03376859117
1361	0.03375312048
1362	0.03373775648
1363	0.03370001918
1364	0.03368913809
1365	0.03364946741
1366	0.03361261142
1367	0.03359585492
1368	0.03359411948
1369	0.03357722212
1370	0.03356898585
1371	0.03352590217
1372	0.03350446748
1373	0.03348050489
1374	0.03344640083
1375	0.0334416405
1376	0.03340193022
1377	0.0333457335
1378	0.03333885648
1379	0.0332855529
1380	0.03325780517
1381	0.0332484458
1382	0.03324719298
1383	0.03322033646
1384	0.03318882189
1385	0.03315953944
1386	0.03312517247
1387	0.03308138624
1388	0.03305789023
1389	0.03302504758
1390	0.03302202965
1391	0.03299295436
1392	0.03297162367
1393	0.03295236357
1394	0.03292324767
1395	0.03290308027
1396	0.03289725473
1397	0.03283912201
1398	0.0328107543
1399	0.03278811894
1400	0.03277973672
1401	0.03275175638
1402	0.03275046001
1403	0.03273025275
1404	0.03271164121
1405	0.03268765401
1406	0.03264304866
1407	0.03261538553
1408	0.03259119952
1409	0.03258560656
1410	0.0325312121
1411	0.03253000878
1412	0.03249834081
1413	0.03246635385
1414	0.03244303109
1415	0.03242512213
1416	0.03239918796
1417	0.03236434235
1418	0.03233442492
1419	0.03232025851
1420	0.03230062437
1421	0.03228330652
1422	0.03227060734
1423	0.0322265573
1424	0.03220589316
1425	0.03217025903
1426	0.03215569608
1427	0.03212261886
1428	0.03208441653
1429	0.03205312962
1430	0.03203635848
1431	0.03201338772
1432	0.03199867324
1433	0.03199647397
1434	0.03195908116
1435	0.03191441397
1436	0.03190584248
1437	0.0318853192
1438	0.03185095461
1439	0.03181998823
1440	0.03180503604
1441	0.03178162473
1442	0.03175859856
1443	0.03175485761
1444	0.03172325063
1445	0.03170110263
1446	0.03167773055
1447	0.03166382317
1448	0.03164671386
1449	0.03161094304
1450	0.03156610835
1451	0.03155377418
1452	0.03151559469
1453	0.03149614845
1454	0.03148076399
1455	0.03144634382
1456	0.03140033083
1457	0.03139877644
1458	0.0313755117
1459	0.03135924163
1460	0.03133769791
1461	0.03128654266
1462	0.03125475593
1463	0.03122278705
1464	0.03119062811
1465	0.03118891258
1466	0.03116627343
1467	0.03114365344
1468	0.03111594534
1469	0.03109130151
1470	0.03105940579
1471	0.03103644992
1472	0.03103537007
1473	0.03103363977
1474	0.03102875216
1475	0.03100314277
1476	0.0309732403
1477	0.03095079979
1478	0.03093831454
1479	0.0309166589
1480	0.03091522744
1481	0.03091376862
1482	0.03089464555
1483	0.03087139615
1484	0.03083266777
1485	0.03079513713
1486	0.03075904629
1487	0.03074747834
1488	0.03070784945
1489	0.03066296326
1490	0.03061933211
1491	0.03059653704
1492	0.03056876806
1493	0.03054546836
1494	0.03050966874
1495	0.03050234036
1496	0.03048321024
1497	0.03045616266
1498	0.03043659075
1499	0.03042106124
1500	0.03040250613
1501	0.03040063363
